FB,TB,IAT,TD,Arrival Time,PC,Packet Size,Acknowledgement Packet Size,RTT,Average Queue Size,System Occupancy,Arrival Rate,Service Rate,Packet Dropped,Time,Sample,Is Attack
2,1,0.22238244534474005,9.339725125952889,3.737369262223918,4,4670.808136221473,38.617430431767886,13.077094388176807,20.705882352941178,22.0,21003.493009444734,954.7042277020333,15853,16:29:39:374550,1,1
2,3,0.06490073086083317,7.529784368497309,0.5201648295692022,28,650.1740684036907,22.458899466573484,23.366761559799144,149.83333333333334,158.64705882352942,10017.977606413415,63.146317875056745,16023,16:29:39:538312,1,1
1,2,0.650844298647315,0.0016275682599804545,0.6509150624847051,23,20.3446032497566,36.8119043862999,0.6548288910501274,0.0,0.0,31.25878692037388,31.25878692037388,1,16:29:40:029353,1,0
3,1,0.005927477733975609,5.387109006394332,0.020967001232904764,715,261.9838881782021,11.977564785456728,16.529600525708418,1024.923076923077,1110.3333333333333,44198.207051296224,39.80625072167177,1984,16:29:40:039018,1,0
1,3,0.008665554286370444,6.857464475829187,0.0976676324356022,153,1220.1374353235944,9.101248066407678,21.061649988064588,530.3636363636364,583.4,140803.16099833095,241.34926465260705,1693,16:29:40:079336,1,0
3,2,0.032304350264777,0.03178706593782544,0.03237300483483716,463,397.3383242228191,4.703086837386599,0.09082981038436383,1.0625,1.1333333333333333,12299.839525206497,10852.799581064555,32,16:29:40:096439,1,0
2,1,0.09109030657169588,7.797317406410081,0.6507202118535217,23,813.3977165807096,80.74286406040864,24.042790918975452,118.0,123.9,8929.574915202375,72.0708225601483,15999,16:29:40:146969,1,1
2,3,0.09705006136908048,7.574348700992722,0.2762629465457603,54,345.32115317616547,97.59866925735238,23.273845467982863,273.29411764705884,290.375,3558.175526163887,12.253725445247996,15858,16:29:40:293541,1,1
3,1,0.29127182747097874,0.09412309584083059,0.29311737836981866,51,1176.5386980103872,8.177390705495029,0.4346291177592838,0.75,0.2,4039.315124383642,20196.575621918208,3,16:29:40:627095,1,0
3,2,0.08934431383496666,3.6616679122245226,0.17156043266167237,87,2131.6685815704786,1.3502185223391638,11.27019278722695,35.8125,38.2,23859.02907607544,624.581912986268,92,16:29:40:631933,1,0
1,2,0.16873330750740542,0.11632256487410686,0.1700551548355205,88,1454.0320609263367,1.7521278260527198,0.34989010519826924,0.9,0.45,8617.338700970593,19149.641557712428,6,16:29:40:691972,1,0
1,3,0.15055294423030677,0.05536521207057988,0.15111218879667657,99,692.0651508822497,52.34506985077999,0.23625380969657797,0.9,0.45,4596.822429613667,10215.160954697038,7,16:29:40:696026,1,0
2,1,0.08867302034163559,7.567098517825056,2.1625317767434855,6,2703.1121210246242,46.568714248979084,24.863677282288062,34.8235294117647,37.0,30484.04250368591,823.8930406401597,15997,16:29:40:859444,1,1
2,3,0.021557997605285383,7.689727017624158,0.699657183418773,21,874.5552755789836,3.4318100119065327,23.76586965597482,106.15384615384616,115.0,40567.556022205354,352.76135671482916,15911,16:29:41:009219,1,1
3,1,0.32962859012500695,0.16798382354232896,0.33344640429642325,44,2099.7977942791103,5.078715277564653,0.5981395597442979,0.9090909090909091,0.5,6370.193172512105,12740.38634502421,4,16:29:41:174006,1,0
3,2,0.1307068065906428,0.0032789545977021106,0.130735569350272,114,40.98693247127653,39.447415764063194,0.1372360032552739,0.5,0.06666666666666667,313.57917418671565,4703.687612800735,8,16:29:41:178169,1,0
1,2,0.16911102015747995,0.004236737372462335,0.169159164900349,88,52.95921715578026,12.711008344137152,0.17616906841575974,0.0,0.0,313.16242493519024,313.16242493519024,6,16:29:41:204185,1,0
1,3,0.007738184740785104,7.371349337910592,0.2416284276060501,62,3018.79522718434,14.155256514224343,22.698586406747975,265.8181818181818,292.4,390116.7170736296,1334.1884988838224,2005,16:29:41:227219,1,0
2,1,0.1482482674908299,7.58861763487333,0.36219121054664816,41,452.71285320281135,15.736202590542945,23.480589103499902,191.0,206.91666666666666,3053.748019219277,14.758347253576853,16098,16:29:41:653332,1,1
2,3,0.012207954073534753,8.189184588354374,2.7307734360583855,5,3413.414156392649,0.9829359831218388,10.91995802441276,28.235294117647058,30.0,279605.7501389593,9320.191671298644,16029,16:29:41:807518,1,1
1,2,0.03560640862173352,0.0008881779092838892,0.03560851830797872,421,11.102223866050977,27.496895904451193,0.038040661008082136,0.0,0.0,311.80409077466965,311.80409077466965,28,16:29:41:880570,1,0
1,3,0.44416539566926877,0.010291733285404836,0.4444772663748867,33,128.6466660675634,32.09266189531664,0.46119857277880666,0.0,0.0,289.63684997053514,289.63684997053514,3,16:29:41:882337,1,0
2,1,0.15962244044336696,8.36488259546013,2.092463340376311,7,2615.569675780166,8.83851542887656,10.457345935836441,41.23076923076923,44.666666666666664,16385.97723800717,366.85023667180235,16172,16:29:42:154491,1,1
3,1,0.10056747520002711,3.590610442665281,0.18909155540184872,79,2347.7318673332297,1.9517860809912242,11.034857556570945,37.666666666666664,39.88235294117647,23344.8424817629,585.3426580972998,80,16:29:42:164325,1,0
3,2,0.7732482687741662,0.0077792072043955515,0.7736577007322922,19,97.24009005494783,0.8930985591590244,0.7853622354812514,0.0,0.0,125.75532850413356,125.75532850413356,1,16:29:42:165516,1,0
2,3,0.12218601010261584,7.862453567666258,0.9841059093787777,15,1229.9783874943946,19.72146986004081,24.571843568705823,78.23529411764706,83.125,10066.442029340496,121.10005448830672,15926,16:29:42:302643,1,1
2,1,0.20475652975775832,7.468060370354485,0.1688189990449234,88,211.00316929546506,0.4789175831342185,22.999280616701757,440.2173913043478,460.22727272727275,1030.5076450802178,2.239127722643436,15815,16:29:42:562337,1,1
2,3,0.06289378102725125,7.5809338673578255,0.7590525109463031,19,948.8035955953777,39.72113259281817,23.879395082998258,102.76923076923077,111.33333333333333,15085.809440909117,135.5012824033753,16107,16:29:42:704551,1,1
1,2,0.3216201444665764,0.010039824594441178,0.3218384015229775,46,125.4978074305131,18.456680969018585,0.3376364056534005,0.5,0.1,390.20505894821264,3902.0505894821263,3,16:29:42:856663,1,0
1,3,0.10415832262352541,0.037800969577057704,0.10442266506812045,143,472.51211971322493,1.2733537102541501,0.17950370605174193,1.0,0.3333333333333333,4536.479734040018,13609.439202120055,10,16:29:42:862365,1,0
3,1,0.15657607383178598,0.011198985932061698,0.15669395789422894,95,139.98732415077416,4.035365910642848,0.17407216514640927,0.6666666666666666,0.13333333333333333,894.0530997166682,6705.398247875011,7,16:29:42:865943,1,0
3,2,0.3024799638175821,0.01982440392776883,0.3028845434895774,49,247.80504909710635,6.429855068635229,0.3328783435839767,0.6666666666666666,0.09523809523809523,819.2445078661515,8602.067332594592,3,16:29:42:868090,1,0
2,1,0.010291432735606112,7.687970419119293,2.5641403103914318,5,3204.4365762950847,35.52895686668453,25.626155891018755,31.22222222222222,33.05882352941177,311369.3358951308,9418.645391845594,15842,16:29:43:071193,1,1
2,3,0.0005760173260338109,7.46651105378979,0.1356812816928097,110,169.5895688436119,20.849562666163852,22.933455410372957,564.3809523809524,592.6,294417.4787437859,496.82328508907506,15828,16:29:43:221065,1,1
1,2,0.018588949288836653,5.347268751149821,0.06382635460630585,235,796.840658680477,3.405720894155234,16.40315178260621,210.76470588235293,223.9375,42866.3635743527,191.42110443473155,625,16:29:43:535943,1,0
1,3,0.10683623435560907,0.009228712959895427,0.10690215373389364,140,115.35891199869002,2.2765070907353784,0.12083628345736601,0.5,0.08333333333333333,1079.7732875413114,12957.279450495738,9,16:29:43:540868,1,0
3,1,0.12788410413823129,0.004588741291676503,0.12792332414927166,117,57.35926614595189,19.11909557823986,0.13567317369809664,0.0,0.0,448.5253779777951,448.5253779777951,8,16:29:43:678648,1,0
3,2,0.030509283596932477,5.350187406898833,0.10512523034036324,142,1311.379702881568,1.8246148713166548,16.45998308429113,158.3125,168.86666666666667,42982.97266519294,254.53793524591157,382,16:29:43:689219,1,0
2,1,0.04876910224081204,7.9733504360777205,1.2274859938970217,12,1534.323233929913,2.588549898759691,25.145024947798472,75.33333333333333,80.71428571428571,31460.969413661394,389.7819219391678,15955,16:29:43:853146,1,1
2,3,0.22578722460313955,7.49603533586049,0.15568712346165098,96,194.59724443137307,18.31748441496081,23.03116394405293,478.0,517.8333333333334,861.8611826838817,1.664360185421078,15927,16:29:44:001120,1,1
1,2,0.024582287324658666,6.298496316555568,0.15030887384184913,99,1875.7570988659609,10.352944111787107,19.39765037793774,268.70588235294116,285.5,76305.23043249827,267.2687580823057,551,16:29:44:289659,1,0
